,Location,Site,fid,Name,x,y,Day,Month,Year,Start_time,Tidal_height_start,Finish_time,Tidal_height_finish,No kelp,less_than_10%,greater_then_10%,Width_less_2m,Width_greater_2m
1174,Hanson,49,49,49,-126.78077,50.5759,10,9,2022,1899-12-31 07:36:00,0.44,1899-12-31 07:46:00,0.4,1,0,0,0,0
1175,Hanson,50,50,50,-126.780222806256,50.5756487160846,10,9,2022,1899-12-31 07:36:00,0.44,1899-12-31 07:46:00,0.4,1,0,0,0,0
1176,Hanson,51,51,51,-126.7802285,50.5755455,10,9,2022,1899-12-31 07:36:00,0.44,1899-12-31 07:46:00,0.4,0,0,1,0,1
1177,Hanson,52,52,52,-126.780830148861,50.575428807234,10,9,2022,1899-12-31 07:36:00,0.44,1899-12-31 07:46:00,0.4,0,0,1,0,1
1178,Hanson,53,53,53,-126.781212396155,50.5751157035106,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1179,Hanson,54,54,54,-126.781536902415,50.5747989298996,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1180,Hanson,55,55,55,-126.7812695,50.5744555,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1181,Hanson,56,56,56,-126.780879118095,50.5741211788851,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1182,Hanson,57,57,57,-126.7813285,50.573975,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1183,Hanson,58,58,58,-126.782028236182,50.5738951898778,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1184,Hanson,59,59,59,-126.782619354555,50.5740262229904,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1185,Hanson,60,60,60,-126.783238,50.5740735,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1186,Hanson,61,61,61,-126.78393,50.573985,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1187,Hanson,62,62,62,-126.784649,50.573866,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1188,Hanson,63,63,63,-126.785325,50.5736925,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1189,Hanson,64,64,64,-126.785915,50.5734435,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1190,Hanson,65,65,65,-126.786462,50.573239,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1191,Hanson,66,66,66,-126.7867245,50.5729225,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1192,Hanson,67,67,67,-126.7866225,50.5725,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1193,Hanson,68,68,68,-126.786402708329,50.5721271249864,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1194,Hanson,69,69,69,-126.786720904078,50.5719496011781,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,1,0
1195,Hanson,70,70,70,-126.787354965193,50.5718417707504,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,1,0
1196,Hanson,71,71,71,-126.787948912909,50.5717984815639,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,1,0,1,0
1197,Hanson,72,72,72,-126.787756841392,50.5714901060875,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,1,0
1198,Hanson,73,73,73,-126.787025,50.5713685,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1199,Hanson,74,74,74,-126.786317,50.5713175,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1200,Hanson,75,75,75,-126.7856195,50.571287,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,1,0,1,1
1201,Hanson,76,76,76,-126.784970762337,50.5712424768605,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1202,Hanson,77,77,77,-126.784402,50.571059,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,1,0
1203,Hanson,78,78,78,-126.783735063743,50.5709627424449,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,1,0
1204,Hanson,79,79,79,-126.783066,50.571011,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1205,Hanson,80,80,80,-126.782389856405,50.5710506837983,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,1,0
1206,Hanson,81,81,81,-126.781703385468,50.5711403246046,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,1,0
1207,Hanson,82,82,82,-126.7810385,50.571219,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1208,Hanson,83,83,83,-126.7803625,50.5712735,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1209,Hanson,84,84,84,-126.7797055,50.5713075,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1210,Hanson,85,85,85,-126.779084051935,50.5712211654724,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1211,Hanson,86,86,86,-126.7784635,50.5711985,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1212,Hanson,87,87,87,-126.7777825,50.571253,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1213,Hanson,88,88,88,-126.777112,50.5713515,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1214,Hanson,89,89,89,-126.776484,50.571476,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1215,Hanson,90,90,90,-126.775832001865,50.5716166108215,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1216,Hanson,91,91,91,-126.775401966593,50.5715104637936,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1217,Hanson,92,92,92,-126.7758405,50.571282,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1218,Hanson,93,93,93,-126.776377,50.571023,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1219,Hanson,94,94,94,-126.776864849899,50.5707279615581,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1220,Hanson,95,95,95,-126.777117797468,50.5703411658084,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1221,Hanson,96,96,96,-126.7776215,50.5702015,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1222,Hanson,97,97,97,-126.778171205267,50.5699924582916,10,9,2022,1899-12-31 07:46:00,0.399999999999999,1899-12-31 07:59:00,0.39,1,0,0,0,0
1223,Hanson,98,98,98,-126.778722893713,50.5699253185572,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1224,Hanson,99,99,99,-126.779263,50.5701135,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1225,Hanson,100,100,100,-126.7799015,50.570195,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1226,Hanson,101,101,101,-126.780556,50.5702155,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,0,0,1,0,1
1227,Hanson,102,102,102,-126.781131725189,50.5701610024183,10,9,2022,1899-12-31 07:46:00,0.4,1899-12-31 07:59:00,0.39,1,0,0,0,0
1228,Hanson,103,103,103,-126.7809175,50.569941,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1229,Hanson,104,104,104,-126.7803085,50.569803,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1230,Hanson,105,105,105,-126.77959,50.569789,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1231,Hanson,106,106,106,-126.778989,50.569605,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1232,Hanson,107,107,107,-126.7784685,50.569319,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1233,Hanson,108,108,108,-126.777857,50.5691215,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1234,Hanson,109,109,109,-126.7771595,50.5689955,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,1,0
1235,Hanson,110,110,110,-126.7764195,50.5689,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,1,0
1236,Hanson,111,111,111,-126.7757275,50.568798,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,1,0
1237,Hanson,112,112,112,-126.775174231585,50.5686400132037,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1238,Hanson,113,113,113,-126.7749605,50.5682355,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1239,Hanson,114,114,114,-126.774923563829,50.5678203422983,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1240,Hanson,115,115,115,-126.7753805,50.567504,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1241,Hanson,116,116,116,-126.775788178037,50.5671529450452,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1242,Hanson,117,117,117,-126.775457886486,50.5667701324697,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,1,0
1243,Hanson,118,118,118,-126.774911,50.566587,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,1,0
1244,Hanson,119,119,119,-126.7743205,50.566386,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,1,0
1245,Hanson,120,120,120,-126.7737465,50.5661475,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1246,Hanson,121,121,121,-126.773205,50.565909,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1247,Hanson,122,122,122,-126.7730385,50.565599,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1248,Hanson,123,123,123,-126.7734515,50.5654865,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1249,Hanson,124,124,124,-126.7741435,50.5655515,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1250,Hanson,125,125,125,-126.774857,50.56549,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1251,Hanson,126,126,126,-126.7755545,50.5654525,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1252,Hanson,127,127,127,-126.776102291202,50.5655563516946,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1253,Hanson,128,128,128,-126.776149,50.5652235,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1254,Hanson,129,129,129,-126.775945,50.5647565,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1255,Hanson,130,130,130,-126.7755645,50.564392,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1256,Hanson,131,131,131,-126.774936042795,50.564191783063,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,1,0,0,1
1257,Hanson,132,132,132,-126.7742495,50.5640405,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,1,0,0,1
1258,Hanson,133,133,133,-126.7735845,50.5639,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1259,Hanson,134,134,134,-126.772909,50.563784,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1260,Hanson,135,135,135,-126.77226,50.5636235,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1261,Hanson,136,136,136,-126.7716105,50.563504,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1262,Hanson,137,137,137,-126.771036154456,50.5634730201416,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1263,Hanson,138,138,138,-126.77079402141,50.5631032632963,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1264,Hanson,139,139,139,-126.770318,50.5627785,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1265,Hanson,140,140,140,-126.7696805,50.5625725,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1266,Hanson,141,141,141,-126.769005,50.562441,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1267,Hanson,142,142,142,-126.768302,50.5623555,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1268,Hanson,143,143,143,-126.76769843925,50.5622457627997,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1269,Hanson,144,144,144,-126.767403317613,50.5619573649498,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1270,Hanson,145,145,145,-126.766826268004,50.5620423159718,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1271,Hanson,146,146,146,-126.76618,50.5620595,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1272,Hanson,147,147,147,-126.7655225,50.5620765,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1273,Hanson,148,148,148,-126.7649325,50.562206,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,1,0,1,0
1274,Hanson,149,149,149,-126.764500842353,50.5621884090934,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1275,Hanson,150,150,150,-126.76482,50.5619605,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1276,Hanson,151,151,151,-126.765201,50.5617085,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,1,0,0,0,0
1277,Hanson,152,152,152,-126.764997,50.561443,10,9,2022,1899-12-31 07:59:00,0.39,1899-12-31 08:08:00,0.39,0,0,1,0,1
1278,Hanson,153,153,153,-126.7643425,50.561313,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,1,0
1279,Hanson,154,154,154,-126.7636345,50.561248,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1280,Hanson,155,155,155,-126.762983193945,50.5611135684698,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1281,Hanson,156,156,156,-126.7623035,50.5611525,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1282,Hanson,157,157,157,-126.761601,50.5611665,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1283,Hanson,158,158,158,-126.760904,50.5610885,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1284,Hanson,159,159,159,-126.7601745,50.5609655,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1285,Hanson,160,160,160,-126.759497189205,50.5608458893309,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1286,Hanson,161,161,161,-126.759053,50.5605155,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,1,0,1,0
1287,Hanson,162,162,162,-126.758568390015,50.5602227600045,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1288,Hanson,163,163,163,-126.7578835,50.560168,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,1,0,1,0
1289,Hanson,164,164,164,-126.7571435,50.5601985,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1290,Hanson,165,165,165,-126.756435,50.5602395,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1291,Hanson,166,166,166,-126.755743,50.560243,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1292,Hanson,167,167,167,-126.7550725,50.5601235,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1293,Hanson,168,168,168,-126.7544235,50.560028,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1294,Hanson,169,169,169,-126.7537425,50.5599735,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,0,1
1295,Hanson,170,170,170,-126.7530165,50.559969,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1296,Hanson,171,171,171,-126.752342201908,50.5600148627669,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,1,0,1,0
1297,Hanson,172,172,172,-126.7524895,50.5596995,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1298,Hanson,173,173,173,-126.7525865,50.559345,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,1,0,0,1
1299,Hanson,174,174,174,-126.752496659612,50.5589642770605,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1300,Hanson,175,175,175,-126.7520445,50.558851,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,0,1
1301,Hanson,176,176,176,-126.751363,50.5588165,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,0,1
1302,Hanson,177,177,177,-126.750671,50.5587175,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,0,1
1303,Hanson,178,178,178,-126.7500005,50.558663,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,0,1
1304,Hanson,179,179,179,-126.7493085,50.5586595,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,1,0,0,1
1305,Hanson,180,180,180,-126.748611,50.558629,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,0,1
1306,Hanson,181,181,181,-126.7479725,50.558503,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,0,1
1307,Hanson,182,182,182,-126.747326048283,50.558318449697,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,0,1
1308,Hanson,183,183,183,-126.746637,50.558319,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1309,Hanson,184,184,184,-126.745996805429,50.5582924289663,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1310,Hanson,185,185,185,-126.745416,50.558085,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1311,Hanson,186,186,186,-126.7448585,50.557874,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1312,Hanson,187,187,187,-126.7442415,50.5577245,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1313,Hanson,188,188,188,-126.7435975,50.5578675,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1314,Hanson,189,189,189,-126.7430395,50.5578845,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1315,Hanson,190,190,190,-126.7424175,50.557796,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1316,Hanson,191,191,191,-126.74172,50.557813,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1317,Hanson,192,192,192,-126.741028,50.5578265,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,1,0,0,1
1318,Hanson,193,193,193,-126.740363,50.5578435,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,0,1
1319,Hanson,194,194,194,-126.739719,50.5578945,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1320,Hanson,195,195,195,-126.739102,50.5578635,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1321,Hanson,196,196,196,-126.738462651735,50.5577391002988,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1322,Hanson,197,197,197,-126.7377985,50.557932,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1323,Hanson,198,198,198,-126.7371215,50.5581395,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,1,0,0,0,0
1324,Hanson,199,199,199,-126.736455,50.55833,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,0,1
1325,Hanson,200,200,200,-126.735849,50.5585205,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,0,1
1326,Hanson,201,201,201,-126.735299570614,50.5587638489002,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,0,1
1327,Hanson,202,202,202,-126.734717,50.55879,10,9,2022,1899-12-31 08:08:00,0.39,1899-12-31 08:20:00,0.42,0,0,1,0,1
1328,Hanson,203,203,203,-126.7341055,50.5587255,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,1,0,0,0,0
1329,Hanson,204,204,204,-126.7334455,50.5586745,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,1,0,0,0,0
1330,Hanson,205,205,205,-126.732802,50.5587285,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,0,0,1,1,0
1331,Hanson,206,206,206,-126.732137,50.558817,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,0,0,1,0,1
1332,Hanson,207,207,207,-126.73152,50.558674,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,0,0,1,0,1
1333,Hanson,208,208,208,-126.7311685,50.5583605,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,0,0,1,0,1
1334,Hanson,209,209,209,-126.731310305842,50.5580874046952,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,0,0,1,0,1
1335,Hanson,210,210,210,-126.731277955821,50.5577691827702,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,0,0,1,0,1
1336,Hanson,211,211,211,-126.730777,50.5578085,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,0,0,1,0,1
1337,Hanson,212,212,212,-126.7303535,50.557722,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,0,0,1,1,0
1338,Hanson,213,213,213,-126.7300485,50.5573495,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,0,0,1,1,0
1339,Hanson,214,214,214,-126.729791830946,50.5569906044584,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,0,0,1,1,0
1340,Hanson,215,215,215,-126.72997836537,50.5567036415157,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,1,0,0,0,0
1341,Hanson,216,216,216,-126.729577918071,50.5566942084588,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,1,0,0,0,0
1342,Hanson,217,217,217,-126.729415483571,50.556362397342,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,0,0,1,1,0
1343,Hanson,218,218,218,-126.729016245811,50.5562695500296,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,0,1,0,1,0
1344,Hanson,219,219,219,-126.728426805641,50.5563972328189,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,1,0,0,0,0
1345,Hanson,220,220,220,-126.727792037878,50.5565836905309,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,1,0,0,0,0
1346,Hanson,221,221,221,-126.7270925,50.5565925,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,0,0,1,0,1
1347,Hanson,222,222,222,-126.726398918945,50.5566320476063,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,1,0,0,0,0
1348,Hanson,223,223,223,-126.7257355,50.5565685,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,1,0,0,0,0
1349,Hanson,224,224,224,-126.72510323626,50.5564394416583,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,1,0,0,0,0
1350,Hanson,225,225,225,-126.7246085,50.55617,10,9,2022,1899-12-31 08:20:00,0.42,1899-12-31 08:28:00,0.45,1,0,0,0,0
